UserID,Age,Gender,HeightCM,WeightKG,ActivityLevel,Goal,DietPreference,BMI,BMIClass,BMR,TDEE
U0563,54,female,146.1,40.0,sedentary,gain_muscle,none,18.7,normal,882.0,1058.0
U0564,21,female,166.7,49.7,active,gain_muscle,high-protein,17.9,underweight,1273.0,2196.0
U0565,20,female,158.7,49.7,sedentary,lose_weight,high-protein,19.7,normal,1228.0,1474.0
U0566,47,female,171.0,43.1,light,lose_weight,none,14.7,underweight,1104.0,1518.0
U0567,26,female,149.6,61.7,moderate,gain_muscle,none,27.6,overweight,1261.0,1955.0
U0568,33,male,180.1,76.4,very_active,lose_weight,high-protein,23.6,normal,1730.0,3287.0
U0569,31,male,176.9,73.3,very_active,gain_muscle,none,23.4,normal,1689.0,3209.0
U0570,26,male,165.3,77.2,active,maintain,vegetarian,28.3,overweight,1680.0,2898.0
U0571,53,male,181.9,50.7,moderate,gain_muscle,none,15.3,underweight,1384.0,2145.0
U0572,49,female,163.6,79.8,moderate,lose_weight,vegetarian,29.8,overweight,1414.0,2192.0
U0573,27,male,176.2,98.4,moderate,lose_weight,low-carb,31.7,obese,1955.0,3030.0
U0574,49,female,170.7,84.7,sedentary,lose_weight,none,29.1,overweight,1508.0,1810.0
U0575,50,female,166.0,82.4,light,lose_weight,low-carb,29.9,overweight,1450.0,1994.0
U0576,42,male,171.4,84.7,very_active,lose_weight,high-protein,28.8,overweight,1713.0,3255.0
U0577,44,female,154.0,57.5,very_active,gain_muscle,low-carb,24.2,normal,1156.0,2196.0
U0578,61,female,151.8,61.5,light,lose_weight,high-protein,26.7,overweight,1098.0,1510.0
U0579,38,female,168.8,81.2,sedentary,lose_weight,high-protein,28.5,overweight,1516.0,1819.0
U0580,34,male,164.7,46.4,sedentary,lose_weight,vegetarian,17.1,underweight,1328.0,1594.0
U0581,42,male,166.7,76.3,light,lose_weight,high-protein,27.5,overweight,1600.0,2200.0
U0582,56,male,173.6,52.7,sedentary,maintain,none,17.5,underweight,1337.0,1604.0
U0583,50,male,171.8,67.3,moderate,lose_weight,vegan,22.8,normal,1502.0,2328.0
U0584,19,male,173.5,53.2,sedentary,gain_muscle,vegetarian,17.7,underweight,1526.0,1831.0
U0585,38,female,164.0,44.8,sedentary,gain_muscle,none,16.7,underweight,1122.0,1346.0
U0586,52,female,159.9,72.5,light,lose_weight,none,28.4,overweight,1303.0,1792.0
U0587,26,male,182.3,107.8,active,gain_muscle,none,32.4,obese,2092.0,3609.0
U0588,64,male,170.1,80.9,light,lose_weight,none,28.0,overweight,1557.0,2141.0
U0589,55,male,169.0,62.6,light,lose_weight,none,21.9,normal,1412.0,1942.0
U0590,57,male,175.4,81.8,moderate,gain_muscle,none,26.6,overweight,1634.0,2533.0
U0591,20,female,163.6,59.6,active,gain_muscle,none,22.3,normal,1358.0,2343.0
U0592,44,male,166.5,64.6,light,lose_weight,vegetarian,23.3,normal,1472.0,2024.0
U0593,41,male,178.9,60.2,moderate,lose_weight,none,18.8,normal,1520.0,2356.0
U0594,46,female,157.3,60.4,light,lose_weight,none,24.4,normal,1196.0,1644.0
U0595,57,male,179.8,74.5,moderate,maintain,none,23.0,normal,1589.0,2463.0
U0596,33,male,182.6,57.6,light,maintain,none,17.3,underweight,1557.0,2141.0
U0597,42,female,169.3,70.8,very_active,lose_weight,none,24.7,normal,1395.0,2650.0
U0598,49,female,165.3,79.1,very_active,gain_muscle,low-carb,28.9,overweight,1418.0,2694.0
U0599,52,female,157.7,49.3,active,maintain,none,19.8,normal,1058.0,1825.0
U0600,53,female,158.2,64.3,very_active,lose_weight,none,25.7,overweight,1206.0,2291.0
U0601,32,male,178.1,48.9,sedentary,gain_muscle,vegetarian,15.4,underweight,1447.0,1736.0
U0602,64,female,157.9,70.9,moderate,maintain,high-protein,28.4,overweight,1215.0,1883.0
U0603,16,female,156.2,40.0,sedentary,lose_weight,vegetarian,16.4,underweight,1135.0,1362.0
U0604,40,female,171.2,46.0,light,maintain,none,15.7,underweight,1169.0,1607.0
U0605,45,female,159.7,64.5,moderate,gain_muscle,vegetarian,25.3,overweight,1257.0,1948.0
U0606,19,female,170.6,48.7,moderate,gain_muscle,vegetarian,16.7,underweight,1297.0,2010.0
U0607,38,female,151.6,50.2,moderate,lose_weight,none,21.8,normal,1098.0,1702.0
U0608,45,male,163.1,58.9,active,maintain,low-carb,22.1,normal,1388.0,2394.0
U0609,45,female,172.4,78.6,moderate,gain_muscle,low-carb,26.4,overweight,1478.0,2291.0
U0610,21,male,174.8,56.7,very_active,gain_muscle,vegetarian,18.6,normal,1560.0,2964.0
U0611,29,female,158.4,55.6,active,lose_weight,none,22.2,normal,1240.0,2139.0
U0612,27,female,153.0,41.7,active,maintain,vegetarian,17.8,underweight,1077.0,1858.0
U0613,47,female,166.5,64.5,sedentary,gain_muscle,low-carb,23.3,normal,1290.0,1548.0
U0614,32,female,155.4,58.6,moderate,lose_weight,low-carb,24.3,normal,1236.0,1916.0
U0615,44,male,170.3,56.8,moderate,lose_weight,none,19.6,normal,1417.0,2196.0
U0616,51,female,152.6,40.0,very_active,maintain,none,17.2,underweight,938.0,1782.0
U0617,55,female,169.3,78.4,sedentary,maintain,none,27.4,overweight,1406.0,1687.0
U0618,25,male,181.9,76.4,light,maintain,high-protein,23.1,normal,1781.0,2449.0
U0619,60,male,154.2,40.0,light,lose_weight,vegetarian,16.8,underweight,1069.0,1470.0
U0620,24,male,177.6,87.4,light,gain_muscle,none,27.7,overweight,1869.0,2570.0
U0621,17,female,169.2,51.1,active,lose_weight,none,17.8,underweight,1322.0,2280.0
U0622,18,male,169.1,77.2,sedentary,gain_muscle,none,27.0,overweight,1744.0,2093.0
U0623,25,female,153.4,57.6,light,lose_weight,high-protein,24.5,normal,1249.0,1717.0
U0624,58,male,167.0,47.6,moderate,lose_weight,none,17.1,underweight,1235.0,1914.0
U0625,26,female,156.1,61.4,light,gain_muscle,none,25.2,overweight,1299.0,1786.0
U0626,49,male,171.1,82.3,sedentary,gain_muscle,vegan,28.1,overweight,1652.0,1982.0
U0627,36,female,156.3,47.0,moderate,lose_weight,vegetarian,19.2,normal,1106.0,1714.0
U0628,17,male,168.9,54.1,moderate,lose_weight,vegan,19.0,normal,1517.0,2351.0
U0629,37,female,157.7,41.7,very_active,maintain,high-protein,16.8,underweight,1057.0,2008.0
U0630,17,female,162.1,42.1,moderate,gain_muscle,none,16.0,underweight,1188.0,1841.0
U0631,39,female,155.7,40.0,very_active,lose_weight,none,16.5,underweight,1017.0,1932.0
U0632,43,female,160.4,40.0,sedentary,gain_muscle,none,15.5,underweight,1026.0,1231.0
U0633,41,male,175.2,84.3,active,lose_weight,vegan,27.5,overweight,1738.0,2998.0
U0634,29,male,170.2,80.9,moderate,maintain,low-carb,27.9,overweight,1733.0,2686.0
U0635,53,male,167.4,76.0,moderate,lose_weight,none,27.1,overweight,1546.0,2396.0
U0636,45,male,183.7,65.8,light,lose_weight,high-protein,19.5,normal,1586.0,2181.0
U0637,28,female,169.1,77.5,sedentary,gain_muscle,vegan,27.1,overweight,1531.0,1837.0
U0638,37,female,157.1,55.3,sedentary,lose_weight,low-carb,22.4,normal,1189.0,1427.0
U0639,21,female,166.3,44.5,active,gain_muscle,vegetarian,16.1,underweight,1218.0,2101.0
U0640,61,female,159.3,55.2,active,lose_weight,none,21.8,normal,1082.0,1866.0
U0641,52,female,163.7,58.7,sedentary,lose_weight,high-protein,21.9,normal,1189.0,1427.0
U0642,30,female,164.0,59.1,moderate,gain_muscle,high-protein,22.0,normal,1305.0,2023.0
U0643,49,male,172.0,70.3,moderate,maintain,vegan,23.8,normal,1538.0,2384.0
U0644,49,male,173.8,72.1,moderate,lose_weight,high-protein,23.9,normal,1567.0,2429.0
U0645,45,female,155.4,40.0,light,maintain,none,16.6,underweight,985.0,1354.0
U0646,18,female,164.7,65.9,active,lose_weight,vegan,24.3,normal,1437.0,2479.0
U0647,59,male,155.4,44.0,moderate,gain_muscle,none,18.2,underweight,1121.0,1738.0
U0648,62,male,174.3,98.2,moderate,lose_weight,none,32.3,obese,1766.0,2737.0
U0649,63,female,157.2,45.7,moderate,maintain,none,18.5,normal,964.0,1494.0
U0650,64,male,172.3,62.2,moderate,lose_weight,none,21.0,normal,1384.0,2145.0
U0651,61,male,173.7,97.0,sedentary,maintain,none,32.1,obese,1756.0,2107.0
U0652,52,female,161.5,69.0,very_active,gain_muscle,vegan,26.5,overweight,1278.0,2428.0
U0653,18,female,160.3,60.2,light,gain_muscle,high-protein,23.4,normal,1353.0,1860.0
U0654,38,male,176.3,57.7,active,lose_weight,none,18.6,normal,1494.0,2577.0
U0655,28,female,159.7,68.9,active,lose_weight,none,27.0,overweight,1386.0,2391.0
U0656,26,male,165.4,58.5,moderate,lose_weight,none,21.4,normal,1494.0,2316.0
U0657,56,female,156.3,40.0,moderate,gain_muscle,none,16.4,underweight,936.0,1451.0
U0658,55,male,167.0,68.6,sedentary,lose_weight,none,24.6,normal,1460.0,1752.0
U0659,41,female,154.0,40.0,light,maintain,vegetarian,16.9,underweight,996.0,1370.0
U0660,52,male,161.5,40.0,moderate,lose_weight,low-carb,15.3,underweight,1154.0,1789.0
U0661,22,male,172.8,78.3,sedentary,gain_muscle,vegetarian,26.2,overweight,1758.0,2110.0
U0662,26,female,161.6,77.8,sedentary,maintain,vegan,29.8,overweight,1497.0,1796.0
U0663,58,male,168.9,72.2,very_active,maintain,vegan,25.3,overweight,1493.0,2837.0
U0664,38,male,179.3,97.3,light,gain_muscle,none,30.3,obese,1909.0,2625.0
U0665,42,male,175.3,71.8,light,gain_muscle,none,23.4,normal,1609.0,2212.0
U0666,38,female,157.6,44.1,light,maintain,none,17.8,underweight,1075.0,1478.0
U0667,25,female,151.7,61.2,moderate,gain_muscle,none,26.6,overweight,1274.0,1975.0
U0668,56,female,158.6,57.6,light,maintain,high-protein,22.9,normal,1126.0,1548.0
U0669,53,male,163.7,40.0,active,lose_weight,vegetarian,14.9,underweight,1163.0,2006.0
U0670,49,male,182.7,88.3,moderate,lose_weight,vegetarian,26.5,overweight,1785.0,2767.0
U0671,33,male,179.2,69.6,sedentary,maintain,none,21.7,normal,1656.0,1987.0
U0672,47,female,162.4,66.0,light,maintain,none,25.0,overweight,1279.0,1759.0
U0673,62,female,160.1,40.5,sedentary,lose_weight,low-carb,15.8,underweight,935.0,1122.0
U0674,47,female,162.1,45.5,active,lose_weight,none,17.3,underweight,1072.0,1849.0
U0675,40,female,156.9,50.6,sedentary,maintain,vegan,20.6,normal,1126.0,1351.0
U0676,29,male,172.2,51.9,sedentary,lose_weight,none,17.5,underweight,1455.0,1746.0
U0677,41,female,159.4,58.3,light,maintain,none,22.9,normal,1213.0,1668.0
U0678,34,male,157.7,48.8,sedentary,maintain,none,19.6,normal,1309.0,1571.0
U0679,45,male,179.9,89.6,moderate,lose_weight,low-carb,27.7,overweight,1800.0,2790.0
U0680,18,male,171.4,58.8,light,lose_weight,none,20.0,normal,1574.0,2164.0
U0681,25,male,168.6,74.5,very_active,lose_weight,vegan,26.2,overweight,1679.0,3190.0
U0682,54,male,168.1,70.9,sedentary,lose_weight,none,25.1,overweight,1495.0,1794.0
U0683,34,male,174.5,66.0,moderate,maintain,vegetarian,21.7,normal,1586.0,2458.0
U0684,37,male,165.7,45.5,moderate,maintain,vegetarian,16.6,underweight,1311.0,2032.0
U0685,42,female,145.0,40.0,sedentary,gain_muscle,vegetarian,19.0,normal,935.0,1122.0
U0686,37,male,174.8,72.0,moderate,lose_weight,none,23.6,normal,1632.0,2530.0
U0687,53,male,175.6,58.8,active,maintain,none,19.1,normal,1426.0,2460.0
U0688,28,female,167.4,93.7,active,lose_weight,high-protein,33.4,obese,1682.0,2901.0
U0689,53,female,171.3,66.8,very_active,gain_muscle,vegetarian,22.8,normal,1313.0,2495.0
U0690,26,male,172.6,57.2,moderate,lose_weight,none,19.2,normal,1526.0,2365.0
U0691,34,male,161.7,64.3,light,maintain,none,24.6,normal,1489.0,2047.0
U0692,44,female,157.5,41.0,very_active,maintain,none,16.5,underweight,1013.0,1925.0
U0693,59,male,166.7,60.8,sedentary,lose_weight,vegetarian,21.9,normal,1360.0,1632.0
U0694,27,male,177.9,81.2,moderate,gain_muscle,none,25.7,overweight,1794.0,2781.0
U0695,44,female,169.9,56.0,active,lose_weight,none,19.4,normal,1241.0,2141.0
U0696,19,male,168.9,72.2,active,lose_weight,none,25.3,overweight,1688.0,2912.0
U0697,19,female,162.9,58.9,very_active,maintain,vegetarian,22.2,normal,1351.0,2567.0
U0698,53,female,159.9,40.0,sedentary,maintain,low-carb,15.6,underweight,973.0,1168.0
U0699,51,female,152.2,51.5,moderate,lose_weight,vegan,22.2,normal,1050.0,1628.0
U0700,34,male,169.4,99.9,sedentary,lose_weight,vegetarian,34.8,obese,1893.0,2272.0
U0701,46,male,167.8,68.2,active,lose_weight,high-protein,24.2,normal,1506.0,2598.0
U0702,34,male,156.7,44.5,moderate,gain_muscle,none,18.1,underweight,1259.0,1951.0
U0703,29,male,178.8,55.0,sedentary,maintain,vegan,17.2,underweight,1528.0,1834.0
U0704,37,female,156.5,72.6,active,lose_weight,none,29.6,overweight,1358.0,2343.0
U0705,31,male,170.7,79.9,light,lose_weight,none,27.4,overweight,1716.0,2360.0
U0706,55,female,151.3,48.4,moderate,gain_muscle,vegetarian,21.1,normal,994.0,1541.0
U0707,36,female,166.5,74.5,very_active,gain_muscle,none,26.9,overweight,1445.0,2746.0
U0708,31,female,159.4,69.7,moderate,lose_weight,vegan,27.4,overweight,1377.0,2134.0
U0709,42,male,167.9,60.4,moderate,maintain,vegetarian,21.4,normal,1448.0,2244.0
U0710,53,male,164.0,76.6,sedentary,lose_weight,none,28.5,overweight,1531.0,1837.0
U0711,29,female,159.2,80.0,sedentary,lose_weight,none,31.6,obese,1489.0,1787.0
U0712,62,female,152.7,68.1,sedentary,gain_muscle,vegetarian,29.2,overweight,1164.0,1397.0
U0713,38,female,164.6,82.4,light,gain_muscle,vegan,30.4,obese,1502.0,2065.0
U0714,48,female,154.7,40.0,light,lose_weight,high-protein,16.7,underweight,966.0,1328.0
U0715,62,female,157.1,40.7,moderate,gain_muscle,none,16.5,underweight,918.0,1423.0
U0716,37,male,168.7,84.0,moderate,maintain,high-protein,29.5,overweight,1714.0,2657.0
U0717,25,female,160.7,62.4,sedentary,gain_muscle,none,24.2,normal,1342.0,1610.0
U0718,52,male,185.6,91.2,moderate,gain_muscle,none,26.5,overweight,1817.0,2816.0
U0719,16,female,158.6,46.1,very_active,maintain,vegetarian,18.3,underweight,1211.0,2301.0
U0720,38,female,164.8,77.5,sedentary,gain_muscle,none,28.5,overweight,1454.0,1745.0
U0721,64,male,167.2,88.1,moderate,lose_weight,none,31.5,obese,1611.0,2497.0
U0722,36,male,177.1,97.5,sedentary,maintain,none,31.1,obese,1907.0,2288.0
U0723,49,male,169.3,85.7,moderate,lose_weight,high-protein,29.9,overweight,1675.0,2596.0
U0724,41,female,159.2,62.9,moderate,gain_muscle,low-carb,24.8,normal,1258.0,1950.0
U0725,26,male,176.3,57.3,sedentary,lose_weight,low-carb,18.4,underweight,1550.0,1860.0
U0726,31,male,160.6,63.8,light,lose_weight,none,24.7,normal,1492.0,2052.0
U0727,41,male,183.2,100.1,active,gain_muscle,vegetarian,29.8,overweight,1946.0,3357.0
U0728,21,male,173.3,64.0,sedentary,lose_weight,high-protein,21.3,normal,1623.0,1948.0
U0729,36,male,181.0,105.9,moderate,lose_weight,none,32.3,obese,2015.0,3123.0
U0730,36,male,164.5,59.2,moderate,lose_weight,none,21.9,normal,1445.0,2240.0
U0731,56,male,165.5,85.1,sedentary,maintain,none,31.1,obese,1610.0,1932.0
U0732,22,male,163.9,45.7,moderate,lose_weight,vegetarian,17.0,underweight,1376.0,2133.0
U0733,57,male,173.8,70.2,moderate,lose_weight,vegan,23.2,normal,1508.0,2337.0
U0734,36,male,172.5,93.1,sedentary,maintain,none,31.3,obese,1834.0,2201.0
U0735,47,male,168.7,57.6,very_active,gain_muscle,none,20.2,normal,1400.0,2660.0
U0736,43,female,153.8,58.6,light,gain_muscle,vegan,24.8,normal,1171.0,1610.0
U0737,30,male,163.1,53.6,moderate,lose_weight,vegetarian,20.1,normal,1410.0,2186.0
U0738,61,male,171.7,71.3,sedentary,gain_muscle,none,24.2,normal,1486.0,1783.0
U0739,26,male,168.7,77.0,sedentary,gain_muscle,none,27.1,overweight,1699.0,2039.0
U0740,17,male,167.2,83.4,moderate,maintain,low-carb,29.8,overweight,1799.0,2788.0
U0741,52,male,182.8,90.9,moderate,maintain,vegetarian,27.2,overweight,1796.0,2784.0
U0742,46,male,171.4,54.1,light,lose_weight,vegetarian,18.4,underweight,1387.0,1907.0
U0743,59,female,164.6,51.4,moderate,maintain,vegetarian,19.0,normal,1087.0,1685.0
U0744,38,male,168.3,60.7,moderate,maintain,low-carb,21.4,normal,1474.0,2285.0
U0745,16,male,173.7,40.0,light,lose_weight,none,13.3,underweight,1411.0,1940.0
U0746,16,male,171.6,83.4,active,lose_weight,none,28.3,overweight,1832.0,3160.0
U0747,37,male,160.1,42.7,moderate,lose_weight,none,16.7,underweight,1248.0,1934.0
U0748,28,male,182.0,50.1,moderate,maintain,high-protein,15.1,underweight,1504.0,2331.0
U0749,61,female,156.4,58.6,active,lose_weight,none,24.0,normal,1098.0,1894.0
U0750,21,female,164.1,40.0,moderate,maintain,none,14.9,underweight,1160.0,1798.0
U0751,59,male,166.7,46.4,very_active,gain_muscle,none,16.7,underweight,1216.0,2310.0
U0752,26,male,170.8,92.9,active,lose_weight,vegetarian,31.8,obese,1872.0,3229.0
U0753,21,male,165.9,55.4,light,lose_weight,vegetarian,20.1,normal,1491.0,2050.0
U0754,29,male,180.7,71.1,light,lose_weight,none,21.8,normal,1700.0,2338.0
U0755,23,female,157.5,54.1,very_active,lose_weight,none,21.8,normal,1249.0,2373.0
U0756,35,male,174.6,72.2,active,gain_muscle,high-protein,23.7,normal,1643.0,2834.0
U0757,32,male,181.5,84.1,sedentary,maintain,none,25.5,overweight,1820.0,2184.0
U0758,41,female,168.4,58.7,light,gain_muscle,vegan,20.7,normal,1274.0,1752.0
U0759,42,male,177.4,61.8,light,gain_muscle,none,19.6,normal,1522.0,2093.0
U0760,16,male,162.0,61.4,active,lose_weight,low-carb,23.4,normal,1552.0,2677.0
U0761,22,female,166.3,74.7,very_active,maintain,none,27.0,overweight,1515.0,2878.0
U0762,23,male,165.0,50.4,active,lose_weight,vegetarian,18.5,normal,1425.0,2458.0
U0763,25,male,177.1,121.9,light,lose_weight,none,38.9,obese,2206.0,3033.0
U0764,20,male,173.2,61.1,active,lose_weight,none,20.4,normal,1598.0,2757.0
U0765,31,female,158.6,54.9,sedentary,lose_weight,vegan,21.8,normal,1224.0,1469.0
U0766,42,male,170.7,52.1,light,maintain,vegetarian,17.9,underweight,1383.0,1902.0
U0767,31,male,161.5,40.0,light,maintain,high-protein,15.3,underweight,1259.0,1731.0
U0768,32,male,171.6,66.9,moderate,lose_weight,vegetarian,22.7,normal,1586.0,2458.0
U0769,39,male,160.4,43.7,moderate,lose_weight,vegetarian,17.0,underweight,1250.0,1938.0
U0770,42,female,160.7,50.2,sedentary,maintain,high-protein,19.4,normal,1135.0,1362.0
U0771,32,male,174.6,55.8,sedentary,maintain,none,18.3,underweight,1494.0,1793.0
U0772,26,female,168.6,64.1,active,maintain,high-protein,22.5,normal,1404.0,2422.0
U0773,36,female,157.4,40.0,sedentary,lose_weight,none,16.1,underweight,1043.0,1252.0
U0774,17,female,155.6,43.0,light,lose_weight,none,17.8,underweight,1156.0,1590.0
U0775,40,male,177.7,79.1,sedentary,gain_muscle,high-protein,25.0,overweight,1707.0,2048.0
U0776,62,female,158.8,68.7,light,maintain,none,27.2,overweight,1208.0,1661.0
U0777,35,female,159.5,76.0,light,lose_weight,none,29.9,overweight,1421.0,1954.0
U0778,21,male,174.3,78.3,moderate,lose_weight,none,25.8,overweight,1772.0,2747.0
U0779,50,female,147.9,43.0,light,lose_weight,vegetarian,19.7,normal,943.0,1297.0
U0780,22,female,156.6,65.1,light,maintain,vegetarian,26.5,overweight,1359.0,1869.0
U0781,25,male,164.9,50.0,active,lose_weight,none,18.4,underweight,1411.0,2434.0
U0782,23,female,160.8,72.3,sedentary,maintain,none,28.0,overweight,1452.0,1742.0
U0783,59,male,164.5,68.0,active,gain_muscle,none,25.1,overweight,1418.0,2446.0
U0784,64,female,171.7,75.7,sedentary,lose_weight,none,25.7,overweight,1349.0,1619.0
U0785,43,female,164.6,57.7,very_active,lose_weight,none,21.3,normal,1230.0,2337.0
U0786,46,male,181.8,62.0,sedentary,lose_weight,none,18.8,normal,1531.0,1837.0
U0787,47,female,164.6,60.4,moderate,lose_weight,high-protein,22.3,normal,1237.0,1917.0
U0788,45,male,166.6,61.4,moderate,gain_muscle,vegan,22.1,normal,1435.0,2224.0
U0789,42,female,171.1,71.3,moderate,gain_muscle,none,24.4,normal,1411.0,2187.0
U0790,64,female,165.7,88.8,active,lose_weight,none,32.3,obese,1443.0,2489.0
U0791,51,male,174.8,84.5,sedentary,gain_muscle,none,27.7,overweight,1688.0,2026.0
U0792,20,male,176.1,94.1,light,lose_weight,none,30.3,obese,1947.0,2677.0
U0793,35,male,189.3,79.5,active,maintain,none,22.2,normal,1808.0,3119.0
U0794,63,male,167.6,63.2,active,maintain,low-carb,22.5,normal,1370.0,2363.0
U0795,35,male,170.1,69.8,light,lose_weight,vegan,24.1,normal,1591.0,2188.0
U0796,25,male,168.0,91.2,moderate,maintain,vegetarian,32.3,obese,1842.0,2855.0
U0797,58,male,173.5,90.7,active,maintain,none,30.1,obese,1706.0,2943.0
U0798,46,male,174.7,70.8,active,lose_weight,vegan,23.2,normal,1575.0,2717.0
U0799,43,female,170.3,57.3,active,gain_muscle,low-carb,19.8,normal,1261.0,2175.0
U0800,36,female,158.7,72.0,active,lose_weight,none,28.6,overweight,1371.0,2365.0
U0801,22,female,162.7,74.3,light,lose_weight,high-protein,28.1,overweight,1489.0,2047.0
U0802,34,male,178.9,51.1,moderate,gain_muscle,none,16.0,underweight,1464.0,2269.0
U0803,37,female,161.8,81.0,light,lose_weight,vegan,30.9,obese,1475.0,2028.0
U0804,61,female,168.7,71.4,sedentary,lose_weight,none,25.1,overweight,1302.0,1562.0
U0805,31,male,169.8,59.4,active,lose_weight,vegetarian,20.6,normal,1505.0,2596.0
U0806,23,male,189.0,75.2,moderate,lose_weight,none,21.1,normal,1823.0,2826.0
U0807,36,female,166.5,50.0,sedentary,lose_weight,vegetarian,18.0,underweight,1200.0,1440.0
U0808,64,male,174.1,81.3,moderate,lose_weight,vegetarian,26.8,overweight,1586.0,2458.0
U0809,39,male,166.7,58.0,light,maintain,vegetarian,20.9,normal,1432.0,1969.0
U0810,34,female,153.0,58.3,sedentary,lose_weight,vegan,24.9,normal,1208.0,1450.0
U0811,48,male,178.2,99.6,moderate,gain_muscle,none,31.4,obese,1875.0,2906.0
U0812,47,male,167.3,59.3,moderate,gain_muscle,vegan,21.2,normal,1409.0,2184.0
U0813,30,female,148.8,40.0,moderate,lose_weight,none,18.1,underweight,1019.0,1579.0
U0814,63,female,163.4,48.2,sedentary,gain_muscle,vegan,18.1,underweight,1027.0,1232.0
U0815,45,male,168.4,70.1,moderate,gain_muscle,none,24.7,normal,1534.0,2378.0
U0816,18,female,171.8,79.5,sedentary,gain_muscle,vegetarian,26.9,overweight,1618.0,1942.0
U0817,35,female,150.5,40.0,very_active,maintain,none,17.7,underweight,1005.0,1910.0
U0818,61,male,173.5,77.4,light,lose_weight,low-carb,25.7,overweight,1558.0,2142.0
U0819,35,female,156.6,66.0,active,lose_weight,vegetarian,26.9,overweight,1303.0,2248.0
U0820,43,male,175.0,59.4,sedentary,gain_muscle,none,19.4,normal,1478.0,1774.0
U0821,46,male,173.6,73.7,sedentary,maintain,vegan,24.5,normal,1597.0,1916.0
U0822,50,female,153.5,45.8,light,gain_muscle,none,19.4,normal,1006.0,1383.0
U0823,58,male,167.5,68.5,active,maintain,none,24.4,normal,1447.0,2496.0
U0824,23,female,153.3,48.4,very_active,lose_weight,none,20.6,normal,1166.0,2215.0
U0825,41,female,164.4,40.8,moderate,lose_weight,high-protein,15.1,underweight,1070.0,1658.0
U0826,42,male,175.0,65.6,light,gain_muscle,low-carb,21.4,normal,1545.0,2124.0
U0827,23,female,152.7,40.2,sedentary,lose_weight,low-carb,17.2,underweight,1080.0,1296.0
U0828,49,male,184.3,88.7,moderate,maintain,none,26.1,overweight,1799.0,2788.0
U0829,21,female,162.0,49.4,light,gain_muscle,none,18.8,normal,1240.0,1705.0
U0830,38,male,166.9,54.7,very_active,lose_weight,high-protein,19.6,normal,1405.0,2670.0
U0831,32,female,160.2,56.0,light,lose_weight,none,21.8,normal,1240.0,1705.0
U0832,23,female,164.2,42.3,active,maintain,vegetarian,15.7,underweight,1173.0,2023.0
U0833,56,male,162.4,70.5,active,gain_muscle,low-carb,26.7,overweight,1445.0,2493.0
U0834,27,female,158.1,53.9,sedentary,maintain,none,21.6,normal,1231.0,1477.0
U0835,28,female,153.7,76.7,light,lose_weight,none,32.5,obese,1427.0,1962.0
U0836,57,female,160.5,59.8,active,lose_weight,high-protein,23.2,normal,1155.0,1992.0
U0837,58,female,162.8,40.0,light,lose_weight,vegetarian,15.1,underweight,966.0,1328.0
U0838,17,female,151.2,40.0,moderate,lose_weight,low-carb,17.5,underweight,1099.0,1703.0
U0839,29,male,179.6,68.2,active,lose_weight,vegetarian,21.1,normal,1664.0,2870.0
U0840,50,male,162.8,40.0,sedentary,gain_muscle,none,15.1,underweight,1172.0,1406.0
U0841,54,male,177.6,82.2,active,lose_weight,high-protein,26.1,overweight,1667.0,2876.0
U0842,64,female,155.4,56.6,light,gain_muscle,high-protein,23.4,normal,1056.0,1452.0
U0843,43,male,183.2,84.0,moderate,gain_muscle,low-carb,25.0,overweight,1775.0,2751.0
U0844,16,male,177.2,56.7,light,maintain,vegetarian,18.1,underweight,1600.0,2200.0
U0845,58,male,164.9,71.4,moderate,maintain,vegetarian,26.3,overweight,1460.0,2263.0
U0846,23,female,158.0,50.6,sedentary,lose_weight,none,20.3,normal,1218.0,1462.0
U0847,21,male,176.2,97.8,sedentary,maintain,none,31.5,obese,1979.0,2375.0
U0848,49,female,151.3,53.8,light,lose_weight,low-carb,23.5,normal,1078.0,1482.0
U0849,45,male,170.8,60.4,light,lose_weight,low-carb,20.7,normal,1452.0,1996.0
U0850,18,female,157.6,68.7,moderate,maintain,vegetarian,27.7,overweight,1421.0,2203.0
U0851,24,male,166.8,40.0,sedentary,lose_weight,low-carb,14.4,underweight,1328.0,1594.0
U0852,44,male,172.6,54.0,sedentary,lose_weight,none,18.1,underweight,1404.0,1685.0
U0853,28,female,156.0,40.0,sedentary,maintain,high-protein,16.4,underweight,1074.0,1289.0
U0854,49,female,168.9,77.2,light,lose_weight,vegetarian,27.1,overweight,1422.0,1955.0
U0855,36,male,170.9,52.0,sedentary,lose_weight,vegan,17.8,underweight,1413.0,1696.0
U0856,44,male,170.0,68.5,sedentary,lose_weight,vegan,23.7,normal,1532.0,1838.0
U0857,39,female,160.6,44.6,moderate,lose_weight,vegetarian,17.3,underweight,1094.0,1696.0
U0858,33,female,160.7,56.8,moderate,maintain,high-protein,22.0,normal,1246.0,1931.0
U0859,32,male,174.2,67.5,moderate,maintain,none,22.2,normal,1609.0,2494.0
U0860,50,male,171.0,81.3,light,lose_weight,high-protein,27.8,overweight,1637.0,2251.0
U0861,41,female,164.6,80.0,active,maintain,none,29.5,overweight,1463.0,2524.0
U0862,45,female,160.3,61.7,moderate,gain_muscle,none,24.0,normal,1233.0,1911.0
